당고개,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
상계,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
노원,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
창동,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
쌍문,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
수유,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
미아,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
미아사거리,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
길음,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
성신여대입구,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
한성대입구,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
혜화,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
동대문,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
동대문역사문화공원,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
충무로,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
명동,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
회현,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
서울역,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
숙대입구,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
삼각지,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
신용산,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
이촌,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
동작,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
총신대입구,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 불가능
사당,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
남태령,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
선바위,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 불가능
경마공원,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
대공원,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
과천,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
정부과천청사,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
인덕원,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 불가능
평촌,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
범계,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 불가능
금정,플랫폼 중앙,내리는 문 오른쪽,화장실 개찰구 안/밖,반대편 횡단 가능
산본,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
대야미,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
반월,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
상록수,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
한대앞,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
중앙,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
고잔,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
초지,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
안산,플랫폼 중앙,내리는 문 양쪽,화장실 개찰구 밖,반대편 횡단 가능
신길온천,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
정왕,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
오이도,플랫폼 양쪽,내리는 문 양쪽,화장실 개찰구 밖,반대편 횡단 가능
