1,서울역,중앙,오른쪽,개찰구 밖,가능
1,시청,양쪽,왼쪽,개찰구 밖,가능
1,종각,양쪽,왼쪽,개찰구 밖,불가능
1,종로3가,양쪽,왼쪽,개찰구 안/밖,가능
1,종로5가,양쪽,왼쪽,개찰구 밖,불가능
1,동대문,양쪽,왼쪽,개찰구 밖,가능
1,신설동,양쪽,왼쪽,개찰구 밖,가능
1,제기동,양쪽,왼쪽,개찰구 밖,가능
1,청량리,양쪽,오른쪽,개찰구 밖,가능
1,동묘앞,양쪽,왼쪽,개찰구 안/밖,가능
1,남영,중앙,오른쪽,개찰구 안,가능
1,용산,중앙,양쪽,개찰구 안/밖,가능
1,노량진,중앙,양쪽,개찰구 밖,가능
1,대방,중앙,왼쪽,개찰구 안,가능
1,영등포,중앙,왼쪽,개찰구 안/밖,가능
1,신도림,중앙,양쪽,개찰구 안,가능
1,회기,중앙,오른쪽,개찰구 밖,가능
1,외대앞,양쪽,양쪽,개찰구 안,가능
1,신이문,양쪽,왼쪽,개찰구 안/밖,가능
1,석계,중앙,오른쪽,개찰구 안,가능
1,광운대,양쪽,양쪽,개찰구 밖,가능
1,월계,양쪽,왼쪽,개찰구 안/밖,가능
1,녹천,양쪽,왼쪽,개찰구 안,가능
1,창동,중앙,양쪽,화장실 없음,가능
1,신길,양쪽,오른쪽,개찰구 밖,가능
1,구로,중앙,양쪽,개찰구 안/밖,가능
1,가산디지털단지,양쪽,왼쪽,개찰구 밖,가능
1,금천구청,양쪽,양쪽,개찰구 밖,가능
1,석수,중앙,오른쪽,개찰구 밖,가능
1,관악,양쪽,오른쪽,개찰구 밖,가능
1,안양,중앙,양쪽,개찰구 밖,가능
1,명학,양쪽,오른쪽,개찰구 안/밖,가능
1,금정,중앙,왼쪽,개찰구 밖,가능
1,군포,중앙,양쪽,개찰구 밖,가능
1,의왕,중앙,양쪽,개찰구 밖,가능
1,성균관대,중앙,양쪽,개찰구 밖,가능
1,화서,양쪽,왼쪽,개찰구 안,가능
1,수원,중앙,양쪽,개찰구 안/밖,가능
1,독산,양쪽,왼쪽,개찰구 밖,가능
1,세류,중앙,양쪽,개찰구 밖,가능
1,병점,중앙,양쪽,개찰구 밖,가능
1,세마,양쪽,왼쪽,개찰구 밖,가능
1,오산대,양쪽,왼쪽,개찰구 밖,가능
1,오산,중앙,왼쪽,개찰구 밖,가능
1,진위,양쪽,왼쪽,개찰구 밖,가능
1,송탄,양쪽,왼쪽,개찰구 밖,가능
1,서정리,중앙,왼쪽,개찰구 밖,가능
1,지제,양쪽,왼쪽,개찰구 밖,가능
1,평택,중앙,왼쪽,개찰구 밖,불가능
1,성환,중앙,왼쪽,개찰구 밖,가능
1,직산,양쪽,오른쪽,개찰구 밖,가능
1,두정,중앙,오른쪽,개찰구 밖,가능
1,천안,양쪽,오른쪽,개찰구 밖,가능
1,광명,양쪽,왼쪽,개찰구 밖,불가능
1,봉명,양쪽,왼쪽,개찰구 밖,가능
1,쌍용,양쪽,왼쪽,개찰구 밖,가능
1,아산,양쪽,오른쪽,개찰구 밖,가능
1,배방,양쪽,왼쪽,개찰구 밖,가능
1,온양온천,양쪽,왼쪽,개찰구 밖,가능
1,신창,한쪽,양쪽,개찰구 밖,가능
1,당정,양쪽,왼쪽,개찰구 밖,가능
1,개봉,중앙,양쪽,개찰구 밖,가능
1,오류동,양쪽,오른쪽,개찰구 밖,가능
1,역곡,중앙,양쪽,개찰구 밖,가능
1,부천,중앙,양쪽,개찰구 밖,가능
1,송내,중앙,양쪽,개찰구 밖,가능
1,부평,중앙,양쪽,개찰구 안/밖,가능
1,백운,양쪽,오른쪽,개찰구 밖,가능
1,동암,중앙,양쪽,개찰구 밖,가능
1,주안,중앙,양쪽,개찰구 안/밖,가능
1,제물포,중앙,양쪽,개찰구 밖,가능
1,동인천,중앙,양쪽,개찰구 밖,가능
1,인천,양쪽,오른쪽,개찰구 밖,가능
1,구일,중앙,왼쪽,개찰구 안/밖,가능
1,소사,양쪽,오른쪽,개찰구 밖,가능
1,부개,중앙,오른쪽,개찰구 밖,가능
1,간석,양쪽,오른쪽,개찰구 밖,가능
1,도원,양쪽,오른쪽,개찰구 밖,가능
1,온수,양쪽,오른쪽,개찰구 밖,가능
1,중동,양쪽,오른쪽,개찰구 밖,가능
1,도화,양쪽,오른쪽,개찰구 밖,가능
1,방학,양쪽,왼쪽,개찰구 안,가능
1,도봉,양쪽,왼쪽,개찰구 안/밖,가능
1,도봉산,양쪽,왼쪽,개찰구 밖,가능
1,망월사,양쪽,왼쪽,개찰구 안/밖,가능
1,회룡,양쪽,왼쪽,개찰구 밖,가능
1,의정부,중앙,양쪽,개찰구 밖,가능
1,가능,양쪽,왼쪽,개찰구 밖,가능
1,녹양,양쪽,왼쪽,개찰구 밖,가능
1,양주,중앙,왼쪽,개찰구 밖,가능
1,덕정,중앙,왼쪽,개찰구 밖,가능
1,지행,중앙,왼쪽,개찰구 밖,가능
1,동두천중앙,양쪽,왼쪽,개찰구 밖,가능
1,보산,양쪽,왼쪽,개찰구 밖,가능
1,동두천,중앙,양쪽,개찰구 밖,가능
1,소요산,한쪽,오른쪽,개찰구 밖,가능
1,덕계,양쪽,왼쪽,개찰구 밖,가능
1,서동탄,중앙,양쪽,개찰구 밖,가능
