4,당고개,양쪽,오른쪽,개찰구 밖,불가능,401,
4,상계,양쪽,오른쪽,개찰구 안,가능,402,
4,노원,양쪽,오른쪽,개찰구 안,가능,403,
4,창동,양쪽,오른쪽,개찰구 안,가능,404,
4,쌍문,양쪽,오른쪽,개찰구 밖,불가능,405,
4,수유,양쪽,오른쪽,개찰구 밖,불가능,406,
4,미아,양쪽,오른쪽,개찰구 밖,불가능,407,
4,미아사거리,양쪽,오른쪽,개찰구 밖,불가능,408,
4,길음,중앙,왼쪽,개찰구 밖,가능,409,
4,성신여대입구,양쪽,오른쪽,개찰구 안,가능,410,
4,한성대입구,중앙,왼쪽,개찰구 밖,가능,411,
4,혜화,양쪽,오른쪽,개찰구 밖,불가능,412,
4,동대문,중앙,왼쪽,개찰구 안/밖,가능,413,
4,동대문역사문화공원,중앙,왼쪽,개찰구 밖,가능,414,
4,충무로,양쪽,오른쪽,개찰구 안,가능,415,
4,명동,중앙,왼쪽,개찰구 안,가능,416,
4,회현,중앙,왼쪽,개찰구 안,가능,417,
4,서울역,중앙,왼쪽,개찰구 밖,가능,418,
4,숙대입구,양쪽,오른쪽,개찰구 밖,불가능,419,
4,삼각지,양쪽,오른쪽,개찰구 안,가능,420,
4,신용산,양쪽,오른쪽,개찰구 밖,불가능,421,
4,이촌,양쪽,오른쪽,개찰구 안,가능,422,
4,동작,양쪽,오른쪽,개찰구 안,가능,423,
4,총신대입구,양쪽,오른쪽,개찰구 안,불가능,424,
4,사당,중앙,왼쪽,개찰구 안/밖,가능,425,
4,남태령,중앙,왼쪽,개찰구 안,가능,426,
4,선바위,양쪽,왼쪽,개찰구 밖,불가능,427,
4,경마공원,양쪽,왼쪽,개찰구 밖,가능,428,
4,대공원,양쪽,왼쪽,개찰구 밖,가능,429,
4,과천,양쪽,왼쪽,개찰구 안,가능,430,
4,정부과천청사,양쪽,왼쪽,개찰구 안,가능,431,
4,인덕원,양쪽,왼쪽,개찰구 밖,불가능,432,
4,평촌,양쪽,왼쪽,개찰구 밖,가능,433,
4,범계,양쪽,왼쪽,개찰구 밖,불가능,434,
4,금정,중앙,오른쪽,개찰구 안/밖,가능,435,
4,산본,중앙,왼쪽,개찰구 밖,가능,436,
4,수리산,양쪽,왼쪽,개찰구 밖,가능,437,
4,대야미,양쪽,왼쪽,개찰구 밖,가능,438,
4,반월,양쪽,왼쪽,개찰구 밖,가능,439,
4,상록수,중앙,왼쪽,개찰구 안/밖,가능,440,
4,한대앞,양쪽,왼쪽,개찰구 안,가능,441,
4,중앙,양쪽,왼쪽,개찰구 안,가능,442,
4,고잔,양쪽,왼쪽,개찰구 안,가능,443,
4,초지,양쪽,왼쪽,개찰구 안,가능,444,
4,안산,중앙,양쪽,개찰구 밖,가능,445,
4,신길온천,양쪽,왼쪽,개찰구 밖,가능,446,
4,정왕,양쪽,왼쪽,개찰구 밖,가능,447,
4,오이도,양쪽,양쪽,개찰구 밖,가능,448,
