6,응암,중앙,왼쪽,개찰구 밖,가능,601
6,역촌,한쪽,오른쪽,개찰구 밖,불가능,602
6,불광,한쪽,왼쪽,개찰구 밖,불가능,603
6,독바위,한쪽,왼쪽,개찰구 밖,가능,604
6,연신내,한쪽,오른쪽,개찰구 밖,불가능,605
6,구산,한쪽,오른쪽,개찰구 밖,가능,606
6,새절,복선,양쪽,개찰구 밖,가능,607
6,증산,양쪽,오른쪽,개찰구 밖,가능,608
6,디지털미디어시티,양쪽,오른쪽,개찰구 안/밖,가능,609
6,월드컵경기장,양쪽,오른쪽,개찰구 안/밖,가능,610
6,마포구청,양쪽,오른쪽,개찰구 밖,가능,611
6,망원,양쪽,오른쪽,개찰구 밖,가능,612
6,합정,양쪽,오른쪽,개찰구 밖,가능,613
6,상수,중앙,왼쪽,개찰구 밖,가능,614
6,광흥창,중앙,왼쪽,개찰구 밖,가능,615
6,대흥,중앙,왼쪽,개찰구 밖,가능,616
6,공덕,양쪽,오른쪽,개찰구 밖,가능,617
6,효창공원앞,중앙,왼쪽,개찰구 밖,가능,618
6,삼각지,중앙,왼쪽,개찰구 밖,가능,619
6,녹사평,중앙,왼쪽,개찰구 밖,가능,620
6,이태원,중앙,왼쪽,개찰구 밖,가능,621
6,한강진,양쪽,오른쪽,개찰구 밖,가능,622
6,버티고개,양쪽,오른쪽,개찰구 밖,가능,623
6,약수,양쪽,오른쪽,개찰구 밖,가능,624
6,청구,양쪽,오른쪽,개찰구 밖,가능,625
6,신당,중앙,왼쪽,개찰구 밖,가능,626
6,동묘앞,중앙,왼쪽,개찰구 밖,가능,627
6,창신,중앙,왼쪽,개찰구 안,가능,628
6,보문,중앙,왼쪽,개찰구 밖,가능,629
6,안암,양쪽,오른쪽,개찰구 안/밖,가능,630
6,고려대,양쪽,오른쪽,개찰구 안,가능,631
6,월곡,양쪽,오른쪽,개찰구 밖,가능,632
6,상월곡,양쪽,왼쪽,개찰구 밖,가능,633
6,돌곶이,양쪽,오른쪽,개찰구 밖,가능,634
6,석계,양쪽,오른쪽,개찰구 안/밖,가능,635
6,태릉입구,양쪽,오른쪽,개찰구 밖,가능,636
6,화랑대,양쪽,오른쪽,개찰구 밖,가능,637
6,봉화산,중앙,양쪽,개찰구 밖,가능,638
