강남,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
양재,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
양재시민의숲,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
청계산입구,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
판교,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
정자,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
미금,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 불가능
동천,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
수지구청,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
성복,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
상현,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
광교중앙,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
광교,플랫폼 양쪽,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
