3,대화,플랫폼 중앙,내리는 문 양쪽,화장실 개찰구 밖,반대편 횡단 가능
3,주엽,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,정발산,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,마두,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,마두,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,백석,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
3,대곡,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
3,화정,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
3,원당,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,원흥,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,삼송,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
3,지축,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,구파발,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
3,연신내,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안/밖,반대편 횡단 가능
3,불광,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
3,녹번,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
3,홍제,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
3,무악재,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
3,독립문,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,경복궁,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,안국,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
3,종로3가,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,을지로3가,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,충무로,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,동대입구,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,약수,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,금호,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,옥수,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안/밖,반대편 횡단 가능
3,압구정,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
3,신사,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
3,잠원,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
3,고속터미널,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안/밖,반대편 횡단 가능
3,교대,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 밖,반대편 횡단 가능
3,남부터미널,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
3,양재,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
3,매봉,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,도곡,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,대치,플랫폼 중앙,내리는 문 왼쪽,화장실 개찰구 안,반대편 횡단 가능
3,학여울,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 가능
3,대청,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 불가능
3,일원,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 밖,반대편 횡단 불가능
3,수서,플랫폼 중앙,내리는 문 오른쪽,화장실 개찰구 안,반대편 횡단 가능
3,가락시장,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안/밖,반대편 횡단 가능
3,경찰병원,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안/밖,반대편 횡단 가능
3,오금,플랫폼 양쪽,내리는 문 오른쪽,화장실 개찰구 안/밖,반대편 횡단 불가능
