9,개화,중앙,양쪽,개찰구 밖,가능,901
9,김포공항,복선,양쪽,개찰구 안/밖,가능,902
9,공항시장,양쪽,오른쪽,개찰구 밖,가능,903
9,신방화,양쪽,오른쪽,개찰구 밖,불가능,904
9,마곡나루,양쪽,왼쪽,개찰구 안/밖,가능,905
9,양천향교,양쪽,오른쪽,개찰구 밖,가능,906
9,가양,양쪽,양쪽,개찰구 밖,가능,907
9,증미,양쪽,오른쪽,개찰구 밖,가능,908
9,등촌,양쪽,오른쪽,개찰구 밖,가능,909
9,염창,양쪽,오른쪽,개찰구 밖,가능,910
9,신목동,양쪽,오른쪽,개찰구 밖,가능,911
9,선유도,양쪽,오른쪽,개찰구 밖,가능,912
9,당산,중앙,왼쪽,개찰구 안,가능,913
9,국회의사당,중앙,왼쪽,개찰구 안/밖,가능,914
9,여의도,양쪽,오른쪽,개찰구 안/밖,가능,915
9,샛강,양쪽,오른쪽,개찰구 밖,가능,916
9,노량진,양쪽,오른쪽,개찰구 안/밖,가능,917
9,노들,양쪽,오른쪽,개찰구 밖,가능,918
9,흑석,양쪽,오른쪽,개찰구 밖,가능,919
9,동작,중앙,양쪽,개찰구 안/밖,가능,920
9,구반포,양쪽,오른쪽,개찰구 밖,가능,921
9,신반포,양쪽,오른쪽,개찰구 밖,가능,922
9,고속터미널,양쪽,오른쪽,개찰구 안/밖,가능,923
9,사평,양쪽,오른쪽,개찰구 밖,가능,924
9,신논현,복선,양쪽,개찰구 밖,가능,925
9,언주,양쪽,오른쪽,개찰구 밖,가능,926
9,선정릉,양쪽,오른쪽,개찰구 밖,가능,927
9,삼성중앙,양쪽,오른쪽,개찰구 밖,가능,928
9,봉은사,양쪽,오른쪽,개찰구 밖,가능,929
9,종합운동장,양쪽,오른쪽,개찰구 밖,가능,930
9,삼전,양쪽,오른쪽,개찰구 밖,가능,931
9,석촌고분,중앙,왼쪽,개찰구 밖,가능,932
9,석촌,중앙,왼쪽,개찰구 안/밖,가능,933
9,송파나루,중앙,왼쪽,개찰구 밖,가능,934
9,한성백제,중앙,왼쪽,개찰구 밖,가능,935
9,올림픽공원,중앙,왼쪽,개찰구 안/밖,가능,936
9,둔촌오륜,중앙,왼쪽,개찰구 밖,가능,937
9,중앙보훈병원,양쪽,오른쪽,개찰구 밖,가능,938
