5,방화,양쪽,양쪽,개찰구 밖,가능,501,
5,개화산,양쪽,오른쪽,개찰구 밖,가능,502,
5,김포공항,양쪽,오른쪽,개찰구 밖,불가능,503,
5,송정,양쪽,오른쪽,개찰구 밖,가능,504,
5,마곡,양쪽,오른쪽,개찰구 밖,가능,505,
5,발산,양쪽,오른쪽,개찰구 밖,불가능,506,
5,우장산,양쪽,오른쪽,개찰구 밖,불가능,507,
5,화곡,중앙,왼쪽,개찰구 밖,가능,508,
5,까치산,양쪽,오른쪽,개찰구 밖,가능,509,
5,신정,양쪽,오른쪽,개찰구 안,가능,510,
5,목동,양쪽,오른쪽,개찰구 밖,가능,511,
5,오목교,양쪽,오른쪽,개찰구 밖,불가능,512,
5,양평,양쪽,오른쪽,개찰구 안,가능,513,
5,영등포구청,양쪽,오른쪽,개찰구 밖,가능,514,
5,영등포시장,양쪽,오른쪽,개찰구 밖,가능,515,
5,신길,양쪽,오른쪽,개찰구 밖,가능,516,
5,여의도,양쪽,오른쪽,개찰구 밖,가능,517,
5,여의나루,중앙,왼쪽,개찰구 밖,가능,518,
5,마포,중앙,왼쪽,개찰구 밖,가능,519,
5,공덕,중앙,왼쪽,개찰구 밖,가능,520,
5,애오개,양쪽,오른쪽,개찰구 밖,가능,521,
5,충정로,중앙,왼쪽,개찰구 밖,가능,522,
5,서대문,중앙,왼쪽,개찰구 밖,가능,523,
5,광화문,중앙,왼쪽,개찰구 밖,가능,524,
5,종로3가,중앙,왼쪽,개찰구 안,가능,525,
5,을지로4가,중앙,왼쪽,개찰구 밖,가능,526,
5,동대문역사문화공원,중앙,왼쪽,개찰구 밖,가능,527,
5,청구,중앙,왼쪽,개찰구 밖,가능,528,
5,신금호,중앙,왼쪽,개찰구 밖,가능,529,
5,행당,양쪽,오른쪽,개찰구 밖,가능,530,
5,왕십리,양쪽,오른쪽,개찰구 안/밖,가능,531,
5,마장,양쪽,오른쪽,개찰구 밖,가능,532,
5,답십리,양쪽,오른쪽,개찰구 밖,불가능,533,
5,장한평,중앙,왼쪽,개찰구 밖,가능,534,
5,군자,중앙,왼쪽,개찰구 밖,가능,535,
5,아차산,양쪽,오른쪽,개찰구 밖,가능,536,
5,광나루,양쪽,오른쪽,개찰구 밖,가능,537,
5,천호,양쪽,오른쪽,개찰구 밖,가능,538,
5,강동,양쪽,양쪽,개찰구 밖,가능,539,
5,길동,양쪽,오른쪽,개찰구 밖,가능,540,
5,굽은다리,양쪽,오른쪽,개찰구 밖,가능,541,
5,명일,양쪽,오른쪽,개찰구 밖,가능,542,
5,고덕,양쪽,오른쪽,개찰구 밖,가능,543,
5,상일동,양쪽,양쪽,개찰구 밖,가능,544,
5,둔촌동,양쪽,오른쪽,개찰구 밖,가능,545,
5,올림픽공원,양쪽,오른쪽,개찰구 밖,가능,546,
5,방이,양쪽,오른쪽,개찰구 밖,가능,547,
5,오금,양쪽,오른쪽,개찰구 안,가능,548,
5,개롱,양쪽,오른쪽,개찰구 밖,가능,549,
5,거여,양쪽,오른쪽,개찰구 밖,가능,550,
5,마천,양쪽,양쪽,개찰구 밖,가능,551,
